metric,param,mu_star,mu_star_conf,sigma
MeanStamina,w_max10_mean,0.023442270809122267,0.009499054185118387,0.05399244786293302
MeanStamina,w_max10_std,0.029899291939574642,0.010848607707947698,0.06311810097262006
MeanStamina,cp_fraction,0.18250184869338557,0.047036847538888184,0.35044641046690655
MeanStamina,recovery_rate,0.02812792834404964,0.008305015323487744,0.045354134785420254
MeanStamina,k_aero,0.01504645106896845,0.006861277539725124,0.040154391680872314
MeanStamina,c_roll,0.024874961036087766,0.0077043837356972475,0.05671970477371936
MeanStamina,ref_speed_frac,0.4482455117717852,0.08122184572359352,0.45656294662019736
MeanStamina,k_s,0.13480691814793302,0.036279688193455464,0.2326452883869357
MeanStamina,breakaway_speed_frac,0.2678717107779118,0.07073652866663906,0.4193421288521414
MeanStamina,breakaway_cooldown_steps,0.03933069560397308,0.01693484369191265,0.11000877550164981
MeanStamina,utility_decay,0.014009234664544562,0.005948457753622835,0.035025080857041056
MeanStamina,evo_noise,0.006906561740648412,0.002671760439964903,0.016123237595297563
MeanStamina,sim_scale,0.0,0.0,0.0
MeanStamina,evo_bottom_frac,0.046611220698174645,0.013705516672883207,0.08624473898026346
MeanStamina,evo_top_frac,0.007848731805937929,0.002943347421230768,0.01850232976002541
MeanStamina,imitation_mu,0.07143449661627838,0.020676357599954207,0.12384698042727298
MeanStamina,n_agents,0.031246696257745118,0.00979435993132617,0.06356532489909168
MeanStamina,n_teams,0.016477029705358595,0.006624559041361763,0.04107875608822275
NumGroups,w_max10_mean,5.46251402277614,0.9811176006447528,7.019432284233614
NumGroups,w_max10_std,10.869208528788308,1.9943336821436581,13.484955176805938
NumGroups,cp_fraction,4.4040388913327595,1.488166846115784,9.494605561804436
NumGroups,recovery_rate,1.3755213783246132,0.48449901531764644,3.3267168653747046
NumGroups,k_aero,0.862458562938646,0.2156455496024727,1.5999223408119327
NumGroups,c_roll,1.5418576763462406,0.4800323586931852,3.1344924426232432
NumGroups,ref_speed_frac,10.872955598368781,2.7740768859478195,15.322428050041031
NumGroups,k_s,4.929095609969423,1.6206708546574133,10.428829780575919
NumGroups,breakaway_speed_frac,3.0531689913099878,1.0626917895870023,6.423200091925939
NumGroups,breakaway_cooldown_steps,3.7011283137505586,1.455042025204858,8.665237075804386
NumGroups,utility_decay,0.9199721248871828,0.3304607071672162,1.956069932604857
NumGroups,evo_noise,0.5434940178331146,0.16080866863309082,1.1012151877765364
NumGroups,sim_scale,0.0,0.0,0.0
NumGroups,evo_bottom_frac,3.1182999025719726,1.0492491150009051,6.810652092945164
NumGroups,evo_top_frac,0.7340308895783783,0.25775542778828214,1.7366959959398234
NumGroups,imitation_mu,4.107178566404616,1.5555994758553713,9.285584498985136
NumGroups,n_agents,52.56190003148148,2.6694044112890474,15.428795550346019
NumGroups,n_teams,0.9612007689538478,0.38480999049849346,2.361129014150784
Breakaways,w_max10_mean,7.898465673334944,1.3013168398049497,8.335248662946679
Breakaways,w_max10_std,15.428705126781292,2.167610819759952,13.019050969988836
Breakaways,cp_fraction,9.954263822568379,3.3468302972360755,19.649301324002643
Breakaways,recovery_rate,1.021586376481045,0.37383717450211507,2.7834589299144517
Breakaways,k_aero,2.0799279001089497,0.4415758842641577,3.244081103956995
Breakaways,c_roll,2.9839816952932967,0.9129175733865652,6.040187296042771
Breakaways,ref_speed_frac,18.322712997299156,4.513500375360046,30.888753267791785
Breakaways,k_s,11.802487414745436,3.1945307832719934,21.099092399549725
Breakaways,breakaway_speed_frac,7.445275764925932,2.560224509076869,15.868344352991496
Breakaways,breakaway_cooldown_steps,6.529752312925795,1.1544804102034845,6.9207918214418145
Breakaways,utility_decay,2.7306267623293694,0.6573051726097116,4.373417967910721
Breakaways,evo_noise,0.9120481116201996,0.17252546364875698,1.3780904112119678
Breakaways,sim_scale,0.0,0.0,0.0
Breakaways,evo_bottom_frac,8.341522405776127,2.0827629809332784,14.34639208548511
Breakaways,evo_top_frac,1.459692651264214,0.24925704152925202,2.115509331458913
Breakaways,imitation_mu,8.923609664294752,2.353025950232502,15.020610418776599
Breakaways,n_agents,94.51968159001345,3.9379317804860907,25.65594218970586
Breakaways,n_teams,2.1554297410275662,0.7554698989651628,4.895087070521941
MeanExposure,w_max10_mean,0.02996871185869322,0.007161369074338935,0.04348887682827621
MeanExposure,w_max10_std,0.056717207726723215,0.009224950938163428,0.05547046410527262
MeanExposure,cp_fraction,0.05541559378540623,0.01666526089311285,0.10658036903678597
MeanExposure,recovery_rate,0.012871237040681558,0.005635584110676208,0.031189108572724666
MeanExposure,k_aero,0.012626240164966156,0.003027493121159001,0.02102435945811408
MeanExposure,c_roll,0.013734776731663513,0.0038951766980613346,0.025649722164012394
MeanExposure,ref_speed_frac,0.12161067694423433,0.025549750847193495,0.15789590726583033
MeanExposure,k_s,0.06708643963791319,0.015045921600713018,0.12084124007691933
MeanExposure,breakaway_speed_frac,0.04799857289928762,0.017858234444613652,0.10076550272801955
MeanExposure,breakaway_cooldown_steps,0.06884476749774407,0.013092312322306099,0.07355214620399549
MeanExposure,utility_decay,0.01195711976341619,0.003366704344718853,0.023466532750695053
MeanExposure,evo_noise,0.0076521790332080685,0.002167843455422276,0.014391392034616163
MeanExposure,sim_scale,0.0,0.0,0.0
MeanExposure,evo_bottom_frac,0.04854867794824404,0.013629395446023243,0.08521336231854798
MeanExposure,evo_top_frac,0.009902911109393892,0.003130174526445638,0.020572950223440037
MeanExposure,imitation_mu,0.06726486634186313,0.02154388436965013,0.11707836402109746
MeanExposure,n_agents,0.05429123837161227,0.008545854457225022,0.06062049254062783
MeanExposure,n_teams,0.01659765485104294,0.006105338593359856,0.03871876194617346
TotalTime,w_max10_mean,32383.2703125,2931.684336354166,19179.459899542704
TotalTime,w_max10_std,4129.710937499998,901.2532842238074,5167.405605229211
TotalTime,cp_fraction,22488.43124999999,4649.371646877517,27440.381901769342
TotalTime,recovery_rate,1400.5734374999993,534.9498787563286,3063.8119084775817
TotalTime,k_aero,41092.8890625,4514.515875854312,25597.534466678473
TotalTime,c_roll,5479.570312499995,771.807453063674,4310.377514357306
TotalTime,ref_speed_frac,29615.629687500004,6179.550956066831,35445.635910451056
TotalTime,k_s,8763.628125000008,2423.5437968611805,17708.29012980692
TotalTime,breakaway_speed_frac,11971.734375000007,3950.1155579442866,22808.728794835748
TotalTime,breakaway_cooldown_steps,2563.917187499999,811.2736918659774,5451.592149320866
TotalTime,utility_decay,683.85,433.89103150591666,2315.485092821533
TotalTime,evo_noise,343.9078125000022,187.27990166839623,1070.6268215127184
TotalTime,sim_scale,0.0,0.0,0.0
TotalTime,evo_bottom_frac,4014.1640625,1122.421296658363,8448.481772469037
TotalTime,evo_top_frac,467.81718749999834,212.95358308866443,1474.6524083292463
TotalTime,imitation_mu,5126.620312499999,1774.3882360309717,10493.460228752898
TotalTime,n_agents,307863.1734375001,6484.2196529635385,39571.06971599663
TotalTime,n_teams,780.9281249999988,549.0272982307397,3305.3630991890027
MeanTime,w_max10_mean,318.38142606847435,10.028443901910439,56.92679977486494
MeanTime,w_max10_std,48.56545726102942,7.491039315229072,44.41826887260565
MeanTime,cp_fraction,219.45319221047782,21.72470387040919,206.88099390522083
MeanTime,recovery_rate,14.26498334099264,4.868487064517503,25.68280382896245
MeanTime,k_aero,410.08493853400705,9.776641151846935,56.592661495743315
MeanTime,c_roll,52.00533231847419,4.613801110604785,26.76208900262957
MeanTime,ref_speed_frac,293.2674399701286,42.26285964909171,242.12910626736544
MeanTime,k_s,92.12583869485296,19.58550142042938,165.0991094854549
MeanTime,breakaway_speed_frac,127.74950310202202,32.73647877997258,191.27656441637956
MeanTime,breakaway_cooldown_steps,23.58552734375001,6.987175593979851,42.67712781263085
MeanTime,utility_decay,7.369140912224302,4.674680474329132,25.684021113887646
MeanTime,evo_noise,3.512356962316167,1.2407502800552026,8.777376673512448
MeanTime,sim_scale,0.0,0.0,0.0
MeanTime,evo_bottom_frac,38.869774816176445,11.178006356056411,65.30171400213668
MeanTime,evo_top_frac,4.837504021139711,2.0496059596157754,12.374156532654785
MeanTime,imitation_mu,44.70565975413601,13.321034868602208,77.48939948905696
MeanTime,n_agents,28.761341050091907,7.255224585205029,41.84135005861943
MeanTime,n_teams,8.305530790441153,4.2079903730399755,26.611508487913852
TotalStaminaSpent,w_max10_mean,29789.072146955703,9888.576400592372,59415.559278022985
TotalStaminaSpent,w_max10_std,6159.085927804926,2785.804614467007,17091.26049434346
TotalStaminaSpent,cp_fraction,193819.23106656,51035.487495151145,291589.2945470394
TotalStaminaSpent,recovery_rate,8872.468643620085,3580.6460399224316,20632.04237798797
TotalStaminaSpent,k_aero,3924.82082161168,1492.478829026266,9848.171846517622
TotalStaminaSpent,c_roll,10815.477631238111,5293.006025056356,29517.24387764627
TotalStaminaSpent,ref_speed_frac,162830.91798584015,38963.955490713415,235903.6197640287
TotalStaminaSpent,k_s,31630.10284862564,10463.474479184355,71883.75741494956
TotalStaminaSpent,breakaway_speed_frac,49435.23676996574,21378.725760770896,113689.9945041505
TotalStaminaSpent,breakaway_cooldown_steps,12363.787605233567,8563.976289086311,48299.83250169986
TotalStaminaSpent,utility_decay,3974.914349274144,2098.1792722228665,12929.62835125633
TotalStaminaSpent,evo_noise,2110.8707978161497,828.1883012186328,5308.729142419845
TotalStaminaSpent,sim_scale,0.0,0.0,0.0
TotalStaminaSpent,evo_bottom_frac,15669.978856983877,7850.413459299224,44083.37615260176
TotalStaminaSpent,evo_top_frac,2442.2225738712477,950.1007508906464,6148.729476362772
TotalStaminaSpent,imitation_mu,23344.249333241525,9497.718614327063,59099.76360767255
TotalStaminaSpent,n_agents,132096.6371106935,34278.280617357654,194287.21435303174
TotalStaminaSpent,n_teams,3002.201676220828,1260.1974428780075,8302.895634224424
MeanStaminaSpent,w_max10_mean,291.80787605719536,76.1658907596662,462.4515000217157
MeanStaminaSpent,w_max10_std,69.1295719098313,31.662894714969497,181.0531208260918
MeanStaminaSpent,cp_fraction,1764.175086013695,343.1852814798643,1928.5605482449876
MeanStaminaSpent,recovery_rate,90.30761039466921,31.383435058832408,161.80329659256856
MeanStaminaSpent,k_aero,42.682835088121124,14.279016293764098,93.14745658916728
MeanStaminaSpent,c_roll,92.98156381449755,41.20978815662347,225.04681265951626
MeanStaminaSpent,ref_speed_frac,1732.6376824132917,290.9752281507456,1832.0207745564285
MeanStaminaSpent,k_s,375.30808195168294,116.94867872284479,719.6296660233943
MeanStaminaSpent,breakaway_speed_frac,506.6860817117182,143.23584067793755,918.0035700161908
MeanStaminaSpent,breakaway_cooldown_steps,108.06093985779057,47.90526169756647,297.7747333020098
MeanStaminaSpent,utility_decay,40.331785192258785,22.70452494997297,129.99729131485284
MeanStaminaSpent,evo_noise,22.359545075466308,8.195390327976272,55.21251951010311
MeanStaminaSpent,sim_scale,0.0,0.0,0.0
MeanStaminaSpent,evo_bottom_frac,144.66323526931612,47.4729438181282,307.8660187917958
MeanStaminaSpent,evo_top_frac,23.877318383647705,7.907898374459147,53.912256933078154
MeanStaminaSpent,imitation_mu,199.37411279015535,73.01577982295176,413.22389619509653
MeanStaminaSpent,n_agents,118.17488118377997,40.70592528306226,263.8157482237424
MeanStaminaSpent,n_teams,34.125521981599135,14.920849072382053,91.75989074753362
